 10 
 250 3120 
 27 185 -53 
 27 192 -44 
 27 195 35 
 27 202 27 
 27 220 -53 
 27 228 -56 
 27 233 91 
 27 237 -44 
 27 243 -68 
 27 245 -72 
 28 28 -23 
 28 33 -74 
 28 42 43 
 28 73 -66 
 28 77 89 
 28 117 -6 
 28 126 -72 
 28 127 51 
 28 130 -73 
 28 140 95 
 28 145 -67 
 28 156 47 
 28 157 -26 
 28 164 -56 
 28 166 -29 
 28 174 -52 
 28 176 79 
 28 189 -22 
 28 194 -99 
 28 215 -86 
 28 225 4 
 28 229 91 
 28 241 -35 
 28 243 -74 
 28 249 -12 
 28 250 78 
 29 29 5 
 29 35 58 
 29 70 70 
 29 81 67 
 29 84 -73 
 29 97 21 
 29 105 -78 
 29 106 45 
 29 135 33 
 29 138 -18 
 29 142 -70 
 29 160 16 
 29 161 -60 
 29 166 -65 
 29 168 57 
 29 169 -74 
 29 177 -82 
 29 190 -84 
 29 196 61 
 29 204 26 
 29 206 93 
 29 222 -70 
 29 239 83 
 30 31 -27 
 30 54 66 
 30 59 99 
 30 68 -40 
 30 75 92 
 30 86 23 
 30 90 83 
 30 105 55 
 30 107 -53 
 30 115 98 
 30 139 -44 
 30 148 90 
 30 154 -34 
 30 169 95 
 30 179 12 
 30 187 30 
 30 194 -40 
 30 197 -85 
 30 203 16 
 30 211 -70 
 30 238 -49 
 30 245 39 
 31 33 39 
 31 42 -41 
 31 43 -43 
 31 45 -89 
 31 46 12 
 31 48 35 
 31 68 73 
 31 71 -70 
 31 82 -39 
 31 98 -86 
 31 103 -55 
 31 105 -7 
 31 110 94 
 31 112 50 
 31 137 80 
 31 141 -59 
 31 159 92 
 31 164 -31 
 31 165 17 
 31 172 -52 
 31 174 -72 
 31 179 32 
 31 197 -91 
 31 201 100 
 31 220 -39 
 31 221 85 
 31 231 81 
 31 241 43 
 31 243 34 
 31 244 -27 
 32 37 78 
 32 45 55 
 32 73 26 
 32 92 -71 
 32 99 96 
 32 112 63 
 32 156 -84 
 32 178 -44 
 32 179 -88 
 32 187 -30 
 32 189 16 
 32 224 94 
 32 229 -84 
 32 233 -19 
 33 38 -85 
 33 52 -14 
 33 56 -31 
 33 65 -93 
 33 66 98 
 33 67 -33 
 33 76 -58 
 33 77 -34 
 33 81 -59 
 33 85 -25 
 33 93 46 
 33 98 -14 
 33 114 -49 
 33 119 -8 
 33 120 -44 
 33 125 17 
 33 134 15 
 33 155 -6 
 33 168 -63 
 33 173 29 
 33 175 -72 
 33 176 -89 
 33 183 -51 
 33 192 -56 
 33 197 -12 
 33 202 94 
 33 203 -92 
 33 218 -22 
 33 240 26 
 33 243 71 
 34 35 -63 
 34 53 -47 
 34 59 -18 
 34 69 -71 
 34 70 96 
 34 78 -66 
 34 84 87 
 34 88 56 
 34 147 34 
 34 148 -92 
 34 153 -64 
 34 158 62 
 34 189 21 
 34 196 -64 
 34 204 94 
 34 239 28 
 34 242 92 
 34 245 -86 
 35 46 65 
 35 49 -25 
 35 53 -2 
 35 62 8 
 35 103 -49 
 35 124 59 
 35 180 -46 
 35 186 -72 
 35 191 47 
 35 210 -96 
 35 213 -28 
 35 243 7 
 35 249 -25 
 36 44 -11 
 36 46 -40 
 36 55 40 
 36 63 33 
 36 64 -3 
 36 93 1 
 36 101 -61 
 36 102 -70 
 36 109 -26 
 36 111 18 
 36 124 1 
 36 155 -94 
 36 167 -13 
 36 173 -99 
 36 179 -35 
 36 181 -50 
 36 182 65 
 36 213 -6 
 36 214 3 
 36 221 -1 
 37 38 35 
 37 45 50 
 37 58 -67 
 37 63 -53 
 37 81 -11 
 37 86 73 
 37 110 26 
 37 111 52 
 37 115 -83 
 37 116 40 
 37 123 -44 
 37 124 84 
 37 127 2 
 37 145 -50 
 37 165 2 
 37 169 47 
 37 182 42 
 37 188 56 
 37 192 31 
 37 196 -28 
 37 202 -70 
 37 204 20 
 37 206 -48 
 37 212 -15 
 37 246 18 
 38 59 -92 
 38 86 -11 
 38 106 100 
 38 111 35 
 38 136 -44 
 38 149 -4 
 38 152 -17 
 38 181 37 
 38 199 62 
 38 204 -89 
 38 223 74 
 38 230 -16 
 38 238 10 
 38 245 12 
 38 248 90 
 39 40 -16 
 39 41 95 
 39 48 59 
 39 76 73 
 39 81 78 
 39 90 62 
 39 93 -28 
 39 110 -36 
 39 112 -94 
 39 133 -72 
 39 134 -12 
 39 150 -41 
 39 168 -20 
 39 169 53 
 39 172 -49 
 39 182 -58 
 39 184 -65 
 39 197 41 
 39 202 -62 
 39 208 -7 
 39 224 79 
 39 247 -97 
 40 63 58 
 40 74 -57 
 40 77 -96 
 40 88 93 
 40 93 23 
 40 95 47 
 40 112 9 
 40 119 53 
 40 135 9 
 40 137 17 
 40 141 58 
 40 145 -41 
 40 170 22 
 40 175 86 
 40 193 69 
 40 206 -72 
 40 209 17 
 40 223 -28 
 40 229 -69 
 40 230 -45 
 40 237 35 
 40 240 42 
 40 244 -65 
 41 51 61 
 41 59 -64 
 41 66 -68 
 41 100 -50 
 41 104 72 
 41 109 -91 
 41 115 16 
 41 134 -7 
 41 138 79 
 41 162 80 
 41 167 41 
 41 172 13 
 41 178 -47 
 41 200 95 
 41 204 59 
 41 218 -72 
 41 219 -9 
 41 224 -64 
 41 225 -49 
 41 228 63 
 41 229 11 
 41 236 -31 
 42 62 66 
 42 67 49 
 42 71 35 
 42 74 -73 
 42 93 -21 
 42 95 -6 
 42 121 -49 
 42 128 80 
 42 133 -58 
 42 135 53 
 42 151 -5 
 42 158 12 
 42 160 -57 
 42 163 -49 
 42 164 -67 
 42 176 56 
 42 182 -89 
 42 184 -41 
 42 187 90 
 42 190 -41 
 42 191 54 
 42 194 -63 
 42 195 -40 
 42 198 -24 
 42 202 26 
 42 217 45 
 42 234 64 
 42 241 23 
 43 44 -37 
 43 52 21 
 43 76 -28 
 43 85 25 
 43 104 -42 
 43 111 43 
 43 114 30 
 43 133 20 
 43 151 -59 
 43 153 84 
 43 155 -53 
 43 176 -29 
 43 183 50 
 43 185 -12 
 43 195 98 
 43 202 -5 
 43 208 -37 
 43 219 20 
 43 222 -65 
 43 230 -71 
 43 248 44 
 44 46 27 
 44 47 20 
 44 48 29 
 44 52 -96 
 44 80 24 
 44 83 -90 
 44 84 -1 
 44 93 99 
 44 96 68 
 44 107 69 
 44 115 -45 
 44 116 -30 
 44 126 4 
 44 138 86 
 44 146 65 
 44 160 30 
 44 187 5 
 44 193 -16 
 44 215 73 
 44 216 -99 
 44 226 -30 
 44 231 -23 
 44 234 3 
 44 243 -14 
 44 246 14 
 45 51 -24 
 45 60 -95 
 45 61 50 
 45 87 -41 
 45 96 100 
 45 103 79 
 45 138 -63 
 45 148 77 
 45 151 -12 
 45 179 -20 
 45 190 66 
 45 206 71 
 45 231 -31 
 45 233 46 
 45 240 -40 
 45 250 42 
 46 51 42 
 46 56 67 
 46 67 77 
 46 69 72 
 46 73 36 
 46 84 -50 
 46 86 -22 
 46 96 23 
 46 100 -83 
 46 102 64 
 46 103 83 
 46 109 -24 
 46 120 64 
 46 126 -70 
 46 127 51 
 46 141 -43 
 46 143 -95 
 46 150 92 
 46 152 -4 
 46 162 -73 
 46 169 -25 
 46 177 -45 
 46 189 72 
 46 199 -61 
 46 202 77 
 46 211 29 
 46 213 -85 
 46 226 76 
 46 229 45 
 46 244 -43 
 47 50 28 
 47 69 -48 
 47 81 -44 
 47 87 60 
 47 89 -24 
 47 98 -39 
 47 109 82 
 47 127 -67 
 47 139 32 
 47 142 -63 
 47 157 86 
 47 159 -3 
 47 178 39 
 47 193 46 
 47 195 -67 
 47 201 -30 
 47 227 12 
 48 50 -67 
 48 62 -89 
 48 77 -34 
 48 89 -37 
 48 95 -78 
 48 105 -13 
 48 110 83 
 48 115 -8 
 48 117 66 
 48 121 15 
 48 140 36 
 48 164 -29 
 48 168 22 
 48 172 67 
 48 190 -36 
 48 193 -2 
 48 228 77 
 49 53 -80 
 49 57 -97 
 49 59 -91 
 49 62 -90 
 49 65 46 
 49 67 50 
 49 68 -97 
 49 73 -95 
 49 93 43 
 49 97 62 
 49 113 40 
 49 118 -77 
 49 127 53 
 49 128 83 
 49 135 -5 
 49 153 -67 
 49 184 -32 
 49 187 63 
 49 196 -27 
 49 205 -94 
 49 207 -59 
 49 210 -51 
 49 228 89 
 49 231 -24 
 49 240 55 
 49 249 15 
 50 57 -18 
 50 58 52 
 50 78 93 
 50 84 -35 
 50 89 87 
 50 96 -41 
 50 101 -90 
 50 103 -85 
 50 104 -14 
 50 123 -98 
 50 126 31 
 50 135 -35 
 50 143 -38 
 50 151 99 
 50 157 -37 
 50 168 75 
 50 169 71 
 50 177 -47 
 50 181 76 
 50 185 54 
 50 186 84 
 50 192 80 
 50 203 -3 
 50 212 79 
 50 219 63 
 50 227 -97 
 50 228 -34 
 50 232 78 
 50 241 15 
 50 243 6 
 50 246 7 
 51 52 3 
 51 53 -40 
 51 57 -85 
 51 58 20 
 51 88 92 
 51 96 31 
 51 100 -73 
 51 104 17 
 51 119 -28 
 51 129 31 
 51 142 98 
 51 147 -38 
 51 155 64 
 51 157 -26 
 51 170 23 
 51 222 -54 
 51 233 82 
 51 236 -51 
 51 240 41 
 52 52 68 
 52 58 -81 
 52 62 42 
 52 80 78 
 52 82 -32 
 52 97 -72 
 52 104 -66 
 52 110 -22 
 52 127 34 
 52 135 41 
 52 150 -56 
 52 151 91 
 52 154 5 
 52 163 56 
 52 177 -37 
 52 200 -56 
 52 202 -42 
 52 203 -50 
 52 207 9 
 52 236 98 
 52 240 18 
 53 73 85 
 53 85 81 
 53 86 21 
 53 98 -33 
 53 101 -74 
 53 123 30 
 53 124 -47 
 53 127 63 
 53 157 -41 
 53 160 53 
 53 164 -55 
 53 172 66 
 53 176 16 
 53 180 87 
 53 205 -80 
 53 229 73 
 53 234 -90 
 53 241 -60 
 53 244 96 
 54 72 -88 
 54 77 68 
 54 100 -70 
 54 125 90 
 54 127 -53 
 54 132 -60 
 54 136 -23 
 54 144 -52 
 54 147 67 
 54 156 -29 
 54 177 -9 
 54 196 67 
 54 197 58 
 54 203 -52 
 54 213 -56 
 54 233 -47 
 54 241 -28 
 54 248 36 
 55 59 91 
 55 75 45 
 55 80 79 
 55 87 -3 
 55 97 53 
 55 102 25 
 55 104 -37 
 55 114 95 
 55 117 -77 
 55 126 90 
 55 131 60 
 55 150 -27 
 55 152 -78 
 55 168 -3 
 55 170 11 
 55 182 44 
 55 187 39 
 55 195 25 
 55 197 -20 
 55 202 -28 
 55 203 -89 
 55 208 -5 
 55 209 -72 
 55 216 80 
 55 227 -25 
 55 234 41 
 55 235 77 
 55 245 83 
 55 249 87 
 56 62 -53 
 56 72 -63 
 56 75 -52 
 56 77 51 
 56 79 18 
 56 83 57 
 56 91 95 
 56 95 -59 
 56 100 -6 
 56 103 85 
 56 108 -77 
 56 114 100 
 56 116 46 
 56 121 4 
 56 122 -54 
 56 125 -14 
 56 134 -57 
 56 139 -76 
 56 146 -49 
 56 155 2 
 56 160 -98 
 56 164 -87 
 56 215 -50 
 56 222 45 
 56 236 -28 
 56 244 74 
 56 249 29 
 57 60 -3 
 57 73 -71 
 57 86 -85 
 57 87 -36 
 57 95 46 
 57 101 69 
 57 107 -81 
 57 109 11 
 57 139 28 
 57 159 72 
 57 167 36 
 57 178 -61 
 57 185 1 
 57 205 98 
 57 206 -12 
 57 218 64 
 57 219 97 
 57 221 -48 
 57 222 43 
 57 243 -22 
 58 58 84 
 58 73 -96 
 58 94 -35 
 58 104 31 
 58 119 96 
 58 120 82 
 58 122 31 
 58 124 82 
 58 134 74 
 58 145 2 
 58 147 55 
 58 148 29 
 58 163 -45 
 58 167 -63 
 58 179 -65 
 58 201 -79 
 58 211 26 
 58 217 -8 
 58 234 65 
 58 242 -57 
 59 60 28 
 59 88 -26 
 59 133 67 
 59 135 20 
 59 161 -68 
 59 174 -48 
 59 189 58 
 59 191 -99 
 59 211 -88 
 59 214 36 
 59 231 -36 
 59 240 44 
 59 241 -72 
 59 244 31 
 60 70 -68 
 60 81 68 
 60 108 -58 
 60 130 69 
 60 131 -93 
 60 132 -65 
 60 145 90 
 60 147 -22 
 60 148 -79 
 60 152 -65 
 60 163 51 
 60 171 48 
 60 191 -17 
 60 216 54 
 60 228 -37 
 60 231 94 
 60 249 1 
 61 65 -31 
 61 67 41 
 61 89 34 
 61 92 -89 
 61 94 -72 
 61 111 67 
 61 120 -5 
 61 125 -73 
 61 130 52 
 61 164 -56 
 61 172 71 
 61 178 50 
 61 198 -31 
 61 201 -38 
 61 203 -82 
 61 217 -16 
 61 218 -21 
 61 223 77 
 61 224 -33 
 61 231 81 
 62 70 67 
 62 76 36 
 62 77 -25 
 62 78 -79 
 62 79 -43 
 62 81 -23 
 62 87 -58 
 62 107 -60 
 62 173 -28 
 62 174 93 
 62 180 -31 
 62 197 -87 
 62 213 7 
 62 215 -87 
 62 221 35 
 62 227 -24 
 62 244 -92 
 63 70 68 
 63 71 20 
 63 75 -44 
 63 77 -57 
 63 86 -61 
 63 100 -82 
 63 106 -68 
 63 115 -5 
 63 120 97 
 63 130 -65 
 63 133 -84 
 63 136 -2 
 63 139 -43 
 63 167 75 
 63 169 80 
 63 171 41 
 63 183 -77 
 63 196 5 
 63 211 31 
 63 215 -18 
 63 220 35 
 63 240 -59 
 64 64 -97 
 64 67 -79 
 64 87 -78 
 64 100 97 
 64 107 -72 
 64 111 97 
 64 112 -53 
 64 116 72 
 64 117 26 
 64 122 -91 
 64 131 18 
 64 136 75 
 64 150 -77 
 64 157 -59 
 64 166 91 
 64 195 -52 
 64 203 22 
 64 212 -8 
 64 224 40 
 64 227 -50 
 64 231 -87 
 64 238 -58 
 64 241 28 
 64 245 -47 
 64 249 -1 
 65 78 63 
 65 133 -17 
 65 134 -13 
 65 138 -53 
 65 139 -43 
 65 140 -11 
 65 159 -59 
 65 163 78 
 65 166 -92 
 65 167 38 
 65 176 43 
 65 191 -29 
 65 205 -64 
 65 207 40 
 65 209 46 
 65 211 -42 
 65 218 16 
 65 248 73 
 66 76 -82 
 66 77 79 
 66 81 31 
 66 94 88 
 66 95 55 
 66 118 5 
 66 121 -77 
 66 123 18 
 66 127 -54 
 66 140 -90 
 66 145 19 
 66 147 36 
 66 153 47 
 66 158 -80 
 66 190 74 
 66 193 -49 
 66 200 25 
 66 213 -69 
 66 214 -58 
 66 215 87 
 66 228 -77 
 66 237 -90 
 66 245 -40 
 67 69 -8 
 67 72 70 
 67 97 -3 
 67 114 -88 
 67 120 96 
 67 149 -69 
 67 152 39 
 67 207 34 
 67 209 16 
 67 212 93 
 67 221 86 
 67 230 49 
 67 234 -48 
 67 238 44 
 67 242 -62 
 67 248 -24 
 68 77 46 
 68 78 87 
 68 103 -16 
 68 104 -93 
 68 122 10 
 68 139 63 
 68 140 -98 
 68 142 23 
 68 144 -67 
 68 165 22 
 68 186 -24 
 68 189 12 
 68 194 45 
 68 208 -56 
 68 218 -24 
 68 220 57 
 68 227 28 
 68 240 20 
 69 84 -34 
 69 97 7 
 69 104 -47 
 69 111 38 
 69 157 61 
 69 158 -63 
 69 161 -52 
 69 164 2 
 69 189 -52 
 69 193 -27 
 69 205 -7 
 69 208 18 
 69 212 -96 
 69 216 -41 
 69 221 62 
 69 227 63 
 69 245 -49 
 69 247 -18 
 70 71 -2 
 70 105 -15 
 70 119 57 
 70 124 -83 
 70 126 77 
 70 128 54 
 70 136 25 
 70 141 29 
 70 157 -81 
 70 167 1 
 70 173 94 
 70 223 -17 
 70 224 -26 
 70 246 -93 
 70 247 -22 
 71 73 76 
 71 75 -93 
 71 80 61 
 71 81 -13 
 71 94 -26 
 71 113 -84 
 71 119 -35 
 71 124 48 
 71 134 -14 
 71 155 48 
 71 171 -9 
 71 173 -53 
 71 187 62 
 71 241 -1 
 71 243 -31 
 72 74 -46 
 72 93 26 
 72 96 21 
 72 98 -40 
 72 104 -12 
 72 105 62 
 72 123 -36 
 72 139 40 
 72 151 -84 
 72 159 -63 
 72 165 -60 
 72 170 -51 
 72 203 -18 
 72 205 46 
 72 207 -41 
 72 216 -20 
 72 229 -61 
 72 234 -68 
 72 241 -40 
 73 76 62 
 73 77 -48 
 73 122 16 
 73 146 81 
 73 150 -72 
 73 153 76 
 73 165 91 
 73 186 91 
 73 190 43 
 73 193 35 
 73 194 41 
 73 200 -61 
 73 203 61 
 73 207 -67 
 73 216 -26 
 73 244 76 
 74 99 94 
 74 110 85 
 74 111 -73 
 74 116 10 
 74 120 79 
 74 122 -82 
 74 133 -33 
 74 140 4 
 74 148 -99 
 74 175 -96 
 74 185 -75 
 74 198 -89 
 74 218 52 
 75 110 74 
 75 116 39 
 75 122 56 
 75 127 -65 
 75 129 89 
 75 133 -29 
 75 134 47 
 75 145 -96 
 75 163 -82 
 75 165 99 
 75 169 70 
 75 171 21 
 75 188 -71 
 75 200 15 
 75 206 78 
 75 218 1 
 75 225 -12 
 75 229 -37 
 75 249 -91 
 76 84 35 
 76 85 85 
 76 90 64 
 76 102 -57 
 76 112 -63 
 76 132 70 
 76 136 -78 
 76 143 -34 
 76 149 68 
 76 180 73 
 76 193 98 
 76 196 -27 
 76 197 50 
 76 200 -85 
 76 207 32 
 76 209 -64 
 76 217 32 
 76 231 -27 
 76 234 45 
 76 245 -14 
 77 81 -51 
 77 82 87 
 77 83 84 
 77 87 15 
 77 94 65 
 77 111 31 
 77 142 13 
 77 149 -19 
 77 163 75 
 77 175 80 
 77 178 -42 
 77 188 8 
 77 202 -95 
 77 207 -39 
 77 211 -16 
 77 212 1 
 77 231 78 
 77 233 17 
 77 240 8 
 78 85 -84 
 78 89 68 
 78 91 -8 
 78 106 -44 
 78 109 43 
 78 110 -11 
 78 112 -9 
 78 183 59 
 78 187 -42 
 78 206 27 
 78 226 87 
 78 242 -32 
 78 245 -71 
 78 246 31 
 79 111 -30 
 79 129 -10 
 79 131 -55 
 79 165 43 
 79 170 95 
 79 174 26 
 79 176 -66 
 79 180 -90 
 79 217 -88 
 79 219 5 
 79 226 -28 
 79 236 -42 
 79 241 -50 
 80 81 21 
 80 87 84 
 80 97 -96 
 80 98 47 
 80 104 6 
 80 112 28 
 80 119 31 
 80 132 -31 
 80 144 34 
 80 155 100 
 80 163 -37 
 80 175 7 
 80 189 -46 
 80 194 62 
 80 203 88 
 80 209 22 
 80 218 -37 
 80 219 79 
 80 220 -17 
 81 96 51 
 81 105 -83 
 81 129 1 
 81 156 -24 
 81 160 5 
 81 193 32 
 81 199 17 
 81 247 -4 
 82 103 14 
 82 120 1 
 82 147 -14 
 82 187 -75 
 82 188 -68 
 82 212 -75 
 82 242 76 
 83 88 -85 
 83 91 -3 
 83 95 48 
 83 98 -22 
 83 99 -56 
 83 124 -79 
 83 126 -45 
 83 129 -25 
 83 130 30 
 83 137 22 
 83 138 -61 
 83 139 74 
 83 153 -32 
 83 156 -43 
 83 181 -31 
 83 205 -3 
 83 229 -62 
 83 231 -36 
 83 235 -29 
 83 248 70 
 83 250 72 
 84 86 62 
 84 92 -89 
 84 95 97 
 84 96 -49 
 84 119 -7 
 84 145 -73 
 84 150 46 
 84 153 25 
 84 181 71 
 84 201 52 
 84 206 -19 
 84 219 -71 
 84 228 46 
 84 234 -26 
 84 239 -57 
 84 240 -40 
 85 89 -14 
 85 109 46 
 85 144 -58 
 85 159 39 
 85 165 27 
 85 167 22 
 85 172 66 
 85 178 -40 
 85 180 52 
 85 190 -69 
 85 192 -47 
 85 197 38 
 85 202 70 
 85 205 84 
 85 228 96 
 85 243 -12 
 85 248 18 
 86 87 -73 
 86 115 -84 
 86 118 69 
 86 129 -23 
 86 138 37 
 86 156 45 
 86 161 13 
 86 170 -1 
 86 180 65 
 86 190 -50 
 86 193 -20 
 86 213 -3 
 86 220 -82 
 86 222 94 
 86 233 -39 
 87 94 -93 
 87 119 86 
 87 128 51 
 87 146 -8 
 87 151 -18 
 87 184 -13 
 87 187 67 
 87 191 -43 
 87 224 -12 
 87 231 -30 
 87 232 88 
 87 234 12 
 87 245 -58 
 88 98 -19 
 88 105 -44 
 88 109 -80 
 88 120 -81 
 88 130 -36 
 88 143 46 
 88 146 -14 
 88 171 -7 
 88 184 -83 
 88 188 -91 
 88 203 76 
 88 214 -55 
 88 225 1 
 88 228 71 
 88 233 -29 
 88 236 56 
 88 239 -5 
 88 242 -84 
 89 89 80 
 89 93 50 
 89 96 58 
 89 129 -83 
 89 133 47 
 89 145 26 
 89 154 -74 
 89 160 59 
 89 167 17 
 89 186 61 
 89 190 59 
 89 210 -8 
 89 211 8 
 89 216 -22 
 89 218 30 
 89 220 -90 
 89 222 90 
 89 234 -52 
 89 242 -43 
 89 249 -60 
 90 94 -55 
 90 103 -82 
 90 106 67 
 90 108 2 
 90 111 4 
 90 112 65 
 90 121 -1 
 90 122 -2 
 90 131 -86 
 90 156 -29 
 90 164 15 
 90 166 66 
 90 187 91 
 90 218 26 
 90 225 53 
 91 98 -8 
 91 113 96 
 91 134 -32 
 91 173 -65 
 91 180 93 
 91 183 47 
 91 187 -53 
 91 193 8 
 91 194 57 
 91 197 21 
 91 201 91 
 91 208 43 
 91 209 90 
 91 219 36 
 91 230 -2 
 91 239 -90 
 91 243 -39 
 91 246 -72 
 92 106 -26 
 92 114 -82 
 92 123 -4 
 92 130 -6 
 92 144 -48 
 92 146 -95 
 92 159 73 
 92 162 -90 
 92 182 -72 
 92 203 62 
 92 205 -21 
 92 219 -8 
 92 224 92 
 92 226 100 
 92 228 27 
 92 233 35 
 92 244 -72 
 93 104 -86 
 93 122 58 
 93 143 3 
 93 148 13 
 93 162 83 
 93 184 63 
 93 186 -9 
 93 191 49 
 93 199 77 
 93 203 65 
 93 223 32 
 93 228 -37 
 93 231 21 
 93 233 15 
 93 243 -6 
 93 244 85 
 94 101 87 
 94 117 60 
 94 132 -79 
 94 134 20 
 94 137 24 
 94 156 48 
 94 168 -91 
 94 173 80 
 94 179 -42 
 94 186 24 
 94 188 -46 
 94 194 -94 
 94 198 -3 
 94 212 -78 
 94 221 -6 
 94 242 -30 
 95 103 -39 
 95 109 56 
 95 110 28 
 95 118 100 
 95 144 85 
 95 147 -68 
 95 151 -4 
 95 156 -73 
 95 166 2 
 95 168 81 
 95 175 -83 
 95 179 -33 
 95 188 -47 
 95 190 -87 
 95 193 -42 
 95 194 -48 
 95 195 -78 
 95 199 2 
 95 206 88 
 95 211 43 
 95 222 -32 
 95 231 -95 
 95 237 5 
 95 249 27 
 96 102 -55 
 96 104 -90 
 96 119 -87 
 96 128 -1 
 96 131 -81 
 96 149 94 
 96 160 -72 
 96 161 -72 
 96 170 87 
 96 179 -25 
 96 182 -36 
 96 215 37 
 96 236 24 
 97 102 79 
 97 114 7 
 97 118 -96 
 97 125 -94 
 97 131 -97 
 97 135 -38 
 97 151 27 
 97 181 6 
 97 185 8 
 97 202 35 
 97 206 -1 
 97 207 12 
 97 218 99 
 97 223 95 
 98 110 -50 
 98 114 -95 
 98 119 100 
 98 139 -34 
 98 146 56 
 98 156 -16 
 98 157 -56 
 98 163 -48 
 98 171 92 
 98 176 -96 
 98 195 -96 
 98 196 -16 
 98 202 31 
 98 227 36 
 98 235 -88 
 98 243 48 
 99 110 -88 
 99 131 13 
 99 142 31 
 99 173 91 
 99 180 -55 
 99 182 -51 
 99 183 -27 
 99 199 -93 
 99 207 83 
 99 210 6 
 99 214 -4 
 99 215 -79 
 99 219 -87 
 99 221 -81 
 99 231 44 
 100 103 6 
 100 104 95 
 100 114 -73 
 100 129 40 
 100 136 -9 
 100 140 18 
 100 182 -16 
 100 199 -25 
 100 206 -5 
 100 230 -83 
 100 233 31 
 101 127 27 
 101 128 94 
 101 131 -59 
 101 169 -18 
 101 182 61 
 101 194 -81 
 101 213 -38 
 101 230 -24 
 101 235 92 
 101 243 -82 
 102 111 -57 
 102 124 -29 
 102 128 -12 
 102 146 13 
 102 152 -49 
 102 184 52 
 102 228 -59 
 102 245 -7 
 103 103 -52 
 103 111 72 
 103 127 96 
 103 134 62 
 103 141 -7 
 103 154 91 
 103 173 -34 
 103 184 6 
 103 187 -52 
 103 199 -74 
 103 206 63 
 103 210 -4 
 103 216 92 
 103 219 -79 
 103 227 74 
 103 232 -94 
 103 248 -39 
 104 104 52 
 104 124 -34 
 104 172 70 
 104 176 -79 
 104 200 94 
 104 202 -49 
 104 211 94 
 104 224 -73 
 104 246 50 
 104 249 89 
 105 121 -58 
 105 124 89 
 105 127 72 
 105 136 -33 
 105 163 -44 
 105 168 65 
 105 171 84 
 105 179 -48 
 105 189 58 
 105 208 99 
 105 225 -22 
 105 227 42 
 105 238 -91 
 106 117 -62 
 106 137 26 
 106 165 47 
 106 169 37 
 106 180 35 
 106 185 -91 
 106 186 -88 
 106 193 94 
 106 202 36 
 106 243 35 
 106 247 -43 
 107 108 48 
 107 109 -46 
 107 113 -42 
 107 122 -85 
 107 148 -12 
 107 154 -91 
 107 172 -35 
 107 178 -41 
 107 185 -52 
 107 188 24 
 107 197 32 
 107 210 -61 
 107 232 18 
 107 233 -62 
 107 244 -83 
 108 114 99 
 108 127 8 
 108 156 -79 
 108 166 65 
 108 181 20 
 108 234 47 
 108 243 -59 
 108 247 -51 
 109 113 91 
 109 132 -17 
 109 142 -73 
 109 157 -29 
 109 171 42 
 109 176 -75 
 109 182 -35 
 109 185 -12 
 109 187 52 
 109 195 -26 
 109 201 -5 
 109 202 -17 
 109 207 -65 
 109 212 -64 
 109 217 -28 
 109 224 71 
 109 226 62 
 109 234 18 
 109 247 -72 
 110 126 23 
 110 129 -64 
 110 152 79 
 110 156 48 
 110 159 40 
 110 160 -45 
 110 165 -26 
 110 178 -48 
 110 181 -2 
 110 193 -37 
 110 231 4 
 110 239 -26 
 110 244 43 
 111 122 40 
 111 134 -59 
 111 135 -37 
 111 137 22 
 111 140 93 
 111 144 -41 
 111 158 87 
 111 162 40 
 111 163 -33 
 111 171 59 
 111 182 -4 
 111 187 -83 
 111 191 87 
 111 195 -8 
 111 200 -2 
 111 201 17 
 111 207 -52 
 111 218 -50 
 111 222 41 
 111 223 -25 
 111 235 7 
 112 126 62 
 112 129 -70 
 112 130 73 
 112 146 32 
 112 150 -21 
 112 168 74 
 112 175 -28 
 112 179 2 
 112 183 29 
 112 218 -2 
 112 219 47 
 112 226 48 
 112 233 29 
 112 241 -44 
 112 247 98 
 113 118 -31 
 113 130 90 
 113 134 3 
 113 142 -85 
 113 143 15 
 113 179 81 
 113 181 -41 
 113 197 -7 
 113 199 55 
 113 211 -96 
 113 215 7 
 113 222 44 
 113 226 96 
 113 228 -73 
 114 114 -95 
 114 148 97 
 114 153 -35 
 114 156 -72 
 114 158 44 
 114 159 78 
 114 160 58 
 114 166 -85 
 114 171 -10 
 114 182 4 
 114 217 -36 
 114 227 74 
 114 244 -73 
 114 247 71 
 115 117 31 
 115 123 -93 
 115 128 -35 
 115 134 64 
 115 135 4 
 115 161 16 
 115 163 95 
 115 167 -56 
 115 176 26 
 115 204 -86 
 115 222 -38 
 115 223 83 
 116 127 -81 
 116 141 55 
 116 143 -54 
 116 144 -38 
 116 164 -3 
 116 170 -10 
 116 185 -71 
 116 204 1 
 116 210 57 
 116 230 25 
 116 238 61 
 116 240 3 
 116 243 -92 
 116 250 -90 
 117 123 -41 
 117 137 66 
 117 156 -84 
 117 182 46 
 117 183 66 
 117 184 13 
 117 195 -91 
 117 198 -1 
 117 202 -22 
 117 215 -63 
 117 217 7 
 117 237 25 
 117 250 -89 
 118 128 -53 
 118 131 68 
 118 132 68 
 118 135 -43 
 118 155 35 
 118 175 28 
 118 177 -45 
 118 186 9 
 118 191 -85 
 118 214 37 
 118 220 -24 
 118 223 91 
 118 244 -67 
 118 245 -96 
 119 137 14 
 119 144 34 
 119 154 30 
 119 159 -62 
